pickup_location_id,pickup_latitude,pickup_longitude
16593,40.76622009,-73.98703003
16594,40.77878952,-73.96034241
16595,40.64585876,-73.78031921
16596,40.7074585,-74.00382996
16597,40.76573181,-73.95453644
16598,40.77959061,-73.95345306
16599,40.75063324,-73.90113831
16600,40.70447159,-74.00830841
16601,40.76931381,-73.86279297
16602,40.76922989,-73.95491791
16603,40.76665115,-73.95237732
16604,40.74515152,-74.00610352
16605,40.77230072,-73.94970703
16606,40.75679016,-73.99041748
16607,40.7722702,-73.94677734
16608,40.78881836,-73.95509338
16609,40.76678085,-73.96903229
16610,40.71744537,-74.01325226
16611,40.72314453,-74.00495148
16612,40.77846527,-73.98182678
16613,40.75731659,-73.96986389
16614,40.74052811,-73.99034119
16615,40.76217651,-73.95999146
16616,40.75748825,-73.99324799
16617,40.72492218,-73.9956665
16618,40.77433395,-73.96298218
16619,40.73347855,-73.98703766
16620,40.75618744,-73.99049377
16621,40.75541687,-73.97898865
16622,40.74383926,-73.99578094
16623,40.71588898,-74.01487732
16624,40.68783951,-73.99398804
16625,40.70599365,-74.0154953
16626,40.68471146,-73.99706268
16627,40.76832581,-73.96165466
16628,40.69115829,-73.99391937
16629,40.79563141,-73.97415924
16630,40.73682022,-73.98161316
16631,40.75870514,-73.97716522
16632,40.73449326,-73.98331451
16633,40.76197815,-73.96012115
16634,40.77648163,-73.98938751
16635,40.74690628,-73.98110962
16636,40.73664856,-73.98903656
16637,40.71677017,-74.01088715
16638,40.7733345,-73.92073822
16639,40.7396965,-73.98251343
16640,40.73466873,-73.99871063
16641,40.74491119,-73.98284149
16642,40.76757813,-73.98603058
16643,40.64733124,-73.78957367
16644,40.74179077,-73.98094177
16645,40.71140289,-73.9883728
16646,40.74586105,-73.9730835
16647,40.77392578,-73.87328339
16648,40.77838898,-73.98193359
16649,40.7603035,-73.9644165
16650,40.71554184,-74.00756836
16651,40.75391006,-73.98065186
16652,40.73672104,-73.99311066
16653,40.70435333,-74.00859833
16654,40.77994156,-73.95716858
16655,40.75627899,-73.9615097
16656,40.75318909,-73.97364807
16657,40.76443863,-73.95774078
16658,40.7614212,-73.99996948
16659,0.0,0.0
16660,40.76903915,-73.9552002
16661,40.75952911,-73.9677887
16662,40.75437927,-73.98019409
16663,40.79132843,-73.97235107
16664,40.72745514,-73.98535156
16665,40.76974869,-73.96481323
16666,40.76279831,-73.969841
16667,40.64720535,-73.78977203
16668,40.74472046,-73.99166107
16669,40.76792908,-73.95612335
16670,40.76583862,-73.98365784
16671,40.73034286,-73.9777832
16672,40.76763535,-73.96224213
16673,40.77648926,-73.94670105
16674,40.74849701,-73.97831726
16675,40.74171829,-74.00101471
16676,40.77465057,-73.98394775
16677,40.74161148,-73.99385834
16678,40.76623917,-73.98705292
16679,40.78570175,-73.96930695
16680,40.77524567,-73.96353912
16681,40.7521019,-73.9782486
16682,40.7413826,-74.00135803
16683,40.73073578,-73.97812653
16684,40.70908356,-74.00223541
16685,40.78059769,-73.95893097
16686,40.75014877,-73.98599243
16687,40.73637772,-74.00583649
16688,40.72455978,-73.98156738
16689,40.83324051,-73.94564819
16690,40.7702713,-73.98033905
16691,40.69441605,-73.98362732
16692,40.7370491,-73.97921753
16693,40.78143311,-73.98124695
16694,40.774189,-73.87293243
16695,40.75856781,-73.97730255
16696,40.71524048,-74.01592255
16697,40.73057175,-73.99073029
16698,40.74509811,-73.98265076
16699,40.73169327,-73.99020386
16700,40.77375031,-73.951828
16701,40.75469589,-73.97367096
16702,40.75117874,-73.99060822
16703,40.78370667,-73.97423553
16704,40.72645187,-73.98927307
16705,40.74264145,-74.00032806
16706,40.76534271,-73.97006226
16707,40.73392105,-73.99373627
16708,40.7562561,-73.97509766
16709,40.72312927,-74.00244141
16710,40.75458145,-73.96559906
16711,40.72628403,-74.0003891
16712,40.73411942,-74.00260925
16713,40.75212097,-73.97809601
16714,40.78815079,-73.96729279
16715,40.71629333,-74.01624298
16716,40.75218201,-73.97813416
16717,40.78982544,-73.96594238
16718,40.77782822,-73.97993469
16719,40.7373848,-74.00488281
16720,40.75740814,-73.96691132
16721,40.78274918,-73.95111084
16722,40.76260757,-73.93431854
16723,40.78006744,-73.98436737
16724,40.75356674,-73.98710632
16725,40.75987244,-73.99155426
16726,40.76734924,-73.98261261
16727,40.7706604,-73.95102692
16728,40.73416138,-73.99890137
16729,40.76815033,-73.96274567
16730,40.83731842,-73.9167099
16731,40.7513237,-73.99402618
16732,40.76023102,-73.99520874
16733,40.76529312,-73.95489502
16734,40.75788879,-73.97303009
16735,40.76427078,-73.9707489
16736,40.76369095,-73.96936035
16737,40.74806976,-73.98052979
16738,40.71664047,-74.00395966
16739,40.72820663,-73.99881744
16740,40.77965927,-73.95578003
16741,40.74554062,-73.97824097
16742,40.75024796,-73.99450684
16743,40.75923538,-73.98626709
16744,40.76816177,-73.96656036
16745,40.75969315,-73.98065948
16746,40.75348663,-73.99637604
16747,40.76858902,-73.96147156
16748,40.77445984,-73.94808197
16749,40.7926712,-73.96737671
16750,40.73115921,-73.98235321
16751,40.74809647,-73.99268341
16752,40.73802185,-73.99829865
16753,40.76942825,-73.95179749
16754,40.7311554,-73.97409821
16755,40.76916885,-73.98120117
16756,40.77928162,-73.94760895
16757,40.77954865,-73.95334625
16758,40.74928665,-73.97167969
16759,40.77833939,-73.95863342
16760,40.74980164,-73.99556732
16761,40.70497131,-74.0163269
16762,40.75406647,-73.96619415
16763,40.76380157,-73.98216248
16764,40.73715591,-73.98862457
16765,40.78183365,-73.98112488
16766,40.75257111,-73.9758606
16767,40.81867218,-73.94509125
16768,40.74363327,-73.98120117
16769,40.77153397,-73.96359253
16770,40.74220276,-73.9778595
16771,40.7732048,-73.94599915
16772,40.75691986,-73.98996735
16773,40.73770142,-73.98399353
16774,40.74874878,-73.98853302
16775,40.7229805,-73.99868011
16776,40.74996185,-73.99153137
16777,40.77942657,-73.98104858
16778,40.76277542,-73.98579407
16779,40.78562164,-73.96987915
16780,40.64665985,-73.77760315
16781,40.76678085,-73.98297882
16782,40.78588104,-73.97641754
16783,40.75310135,-73.98560333
16784,40.76051712,-73.99162292
16785,40.78145981,-73.96051788
16786,40.74513626,-73.97248077
16787,40.73857117,-73.99591827
16788,40.77407455,-73.87450409
16789,40.74002838,-73.98231506
16790,40.78278732,-73.98235321
16791,40.73984146,-73.97637177
16792,40.63351822,-74.02339935
16793,40.78220367,-73.98097992
16794,40.74477768,-73.99163818
16795,40.75025558,-74.00244141
16796,40.77991867,-73.95317078
16797,40.7403183,-73.98947906
16798,40.7518959,-73.97489166
16799,40.73249817,-73.99329376
16800,40.74840164,-73.98040771
16801,40.78028107,-73.9614563
16802,40.76575851,-73.95474243
16803,40.74359512,-73.97330475
16804,40.77421188,-73.96367645
16805,40.73176956,-74.00080872
16806,40.75569916,-73.98551178
16807,40.80663681,-73.94261169
16808,40.73720551,-73.99279022
16809,40.64562988,-73.79129028
16810,40.76530075,-73.96817017
16811,40.76292038,-73.96768951
16812,40.78279114,-73.94809723
16813,40.75152588,-73.97691345
16814,40.76631546,-73.95822144
16815,40.65428543,-73.80715942
16816,40.77965164,-73.95764923
16817,40.77406311,-73.87446594
16818,40.80295181,-73.93353271
16819,40.73009109,-73.99275208
16820,40.71001816,-74.0096283
16821,40.76948547,-73.95175171
16822,40.7529335,-73.98134613
16823,40.7307663,-73.99058533
16824,40.74415588,-73.98570251
16825,40.74595261,-73.98088074
16826,40.76977539,-73.95461273
16827,40.74156952,-73.98547363
16828,40.76026917,-73.9695282
16829,40.78202057,-73.95751953
16830,40.78232956,-73.94441986
16831,40.7871666,-73.97740173
16832,40.76517868,-73.97518158
16833,40.73050308,-74.00006866
16834,40.75954056,-73.98181152
16835,40.74897003,-73.97779083
16836,40.75706863,-73.99022675
16837,40.78170013,-73.98316956
16838,40.71524811,-73.75502014
16839,40.76900101,-73.96550751
16840,40.75305176,-73.98368073
16841,40.74510574,-73.99474335
16842,40.81501389,-73.94018555
16843,40.77453995,-73.96346283
16844,40.71892548,-74.00505066
16845,40.75104141,-73.97145081
16846,40.73683167,-73.98457336
16847,40.74362183,-74.0071106
16848,40.74584961,-73.99443054
16849,40.76325226,-73.98067474
16850,40.75444031,-73.99288177
16851,40.77539825,-73.98030853
16852,40.7221489,-74.00816345
16853,40.74431992,-73.985672
16854,40.76018906,-73.96147919
16855,40.75687408,-73.98969269
16856,40.72346878,-74.00278473
16857,40.77106857,-73.95355225
16858,40.77667999,-73.9462738
16859,40.7697258,-73.95168304
16860,40.73971939,-73.98951721
16861,0.0,0.0
16862,40.76491165,-73.97846222
16863,40.78460312,-73.95597076
16864,40.77725601,-73.94626617
16865,40.73266602,-74.00753784
16866,40.70343018,-74.01438141
16867,40.76947021,-73.95176697
16868,40.76295853,-73.97402954
16869,40.77376938,-73.87088013
16870,40.76002121,-73.97286987
16871,40.79463959,-73.96627045
16872,40.77882385,-73.9450531
16873,40.74291611,-73.97429657
16874,40.73077393,-73.98897552
16875,40.74544907,-73.99447632
16876,40.76557159,-73.97203827
16877,40.74093628,-73.99003601
16878,40.75230026,-73.9703598
16879,40.7747612,-73.98203278
16880,40.7905159,-73.96934509
16881,40.7136116,-73.99243927
16882,40.78250122,-73.95565033
16883,40.74757004,-74.00396729
16884,40.75032425,-73.99443054
16885,40.70937729,-74.01783752
16886,40.75227356,-73.96543121
16887,40.7338295,-73.98683929
16888,0.0,0.0
16889,40.76478577,-73.99546051
16890,40.75867081,-73.97364044
16891,40.75189972,-73.98992157
16892,40.74046707,-73.98612213
16893,40.76655197,-73.98690033
16894,40.73696899,-73.99362183
16895,40.75754166,-73.98589325
16896,40.78263855,-73.9532547
16897,40.73181915,-74.00093842
16898,40.77406311,-73.87476349
16899,40.77498627,-73.94779968
16900,40.76255035,-73.98658752
16901,40.73979568,-73.99515533
16902,40.76028061,-73.99131012
16903,40.72583389,-74.00810242
16904,40.72465134,-73.9896698
16905,40.70783234,-74.00395203
16906,40.75235367,-73.98973846
16907,40.7471199,-73.97921753
16908,40.75798416,-73.96221161
16909,40.74399185,-73.97341919
16910,40.79476929,-73.97149658
16911,40.75675583,-73.99018097
16912,40.76052094,-73.9715271
16913,40.76643372,-73.9694519
16914,40.70398331,-74.01151276
16915,40.73688126,-73.98898315
16916,40.74555588,-73.98651123
16917,40.72943115,-73.98995972
16918,0.0,0.0
16919,40.78931427,-73.97577667
16920,40.79159164,-73.97819519
16921,40.75209045,-73.97849274
16922,40.76695633,-73.95407104
16923,40.73950195,-74.00270844
16924,40.73905945,-73.98291016
16925,40.76953888,-73.95176697
16926,40.76142883,-73.98313141
16927,40.75735855,-73.9761734
16928,40.78850174,-73.96711731
16929,40.72805786,-73.99285126
16930,40.77033615,-73.86425781
16931,40.71498108,-74.01624298
16932,40.77412796,-73.87303925
16933,40.73225784,-73.99485016
16934,40.76015854,-73.98339081
16935,40.7503891,-73.97199249
16936,40.68149185,-74.10514069
16937,40.74501419,-73.99515533
16938,40.74747849,-73.98317719
16939,40.72621918,-73.99127197
16940,40.79737473,-73.96988678
16941,40.7327652,-74.00324249
16942,40.7532196,-73.97795105
16943,40.78509521,-73.95783234
16944,40.7507515,-73.97888184
16945,40.73804474,-73.97763824
16946,40.75891876,-73.96250153
16947,40.76703262,-73.9536972
16948,40.78218079,-73.95575714
16949,40.71588135,-74.01486969
16950,40.75575256,-73.9906311
16951,40.74317932,-73.91778564
16952,40.72068024,-74.01004791
16953,40.75297165,-73.96981049
16954,40.79888916,-73.94206238
16955,40.74510956,-73.9985199
16956,40.73988724,-73.97988129
16957,40.74985886,-73.9914856
16958,40.75296783,-74.00401306
16959,40.7270813,-74.00566864
16960,40.73554993,-73.98537445
16961,40.75038528,-73.99081421
16962,40.75717163,-73.96187592
16963,40.7723999,-73.95858765
16964,40.74762726,-74.00417328
16965,40.78358078,-73.95889282
16966,40.77526855,-73.97663879
16967,0.0,0.0
16968,40.77103043,-73.98072815
16969,40.77711868,-73.94625092
16970,40.75199127,-73.97746277
16971,40.7589035,-73.96562195
16972,40.69433212,-73.99552155
16973,40.72119904,-73.98085022
16974,40.74442291,-73.98737335
16975,40.71121979,-74.01609802
16976,40.71672821,-74.01474762
16977,40.76396561,-73.96472168
16978,40.74317169,-73.98616028
16979,40.80100632,-73.9680481
16980,40.73839188,-73.98544312
16981,40.73908615,-73.99142456
16982,40.74708939,-73.97354889
16983,40.7328186,-73.99591827
16984,40.7780304,-73.97847748
16985,40.74101639,-73.99441528
16986,40.75559616,-73.9910965
16987,40.77793121,-73.95967865
16988,40.75836945,-73.98526001
16989,40.78599167,-73.97959137
16990,40.76996994,-73.86319733
16991,40.77794266,-73.94560242
16992,40.76103973,-73.99445343
16993,40.72603989,-74.00920868
16994,40.76996613,-73.96678162
16995,40.76130676,-73.99336243
16996,40.73882675,-73.98747253
16997,40.74462891,-73.99090576
16998,40.77368164,-73.87088776
16999,40.76013184,-73.96128845
17000,40.7497406,-73.97952271
17001,40.7467308,-73.97138214
17002,40.7641983,-73.98828888
17003,40.73427582,-73.9938736
17004,40.75794601,-73.95921326
17005,40.69585037,-73.98425293
17006,40.73294067,-74.00180817
17007,40.76538849,-73.95487213
17008,40.74866104,-73.99459839
17009,40.76004028,-73.96783447
17010,40.77671814,-73.97941589
17011,40.7432251,-73.97398376
17012,40.79190063,-73.96463776
17013,40.73611069,-73.99771881
17014,40.7467804,-73.97451019
17015,40.78007889,-73.95519257
17016,40.76657104,-73.96929932
17017,40.77304077,-73.96456909
17018,40.73450089,-73.99893188
17019,40.75261307,-73.98116302
17020,40.73495102,-73.98339081
17021,40.79307556,-73.97310638
17022,40.75342941,-73.96627045
17023,40.77249527,-73.9464035
17024,40.77938843,-73.97375488
17025,40.74869156,-74.00618744
17026,40.78196335,-73.95171356
17027,40.7346611,-74.00476837
17028,40.74423981,-73.98757935
17029,40.77341843,-73.95545959
17030,40.75695038,-73.98979187
17031,40.78486633,-73.95406342
17032,40.71664047,-74.01087189
17033,40.74412918,-73.9730072
17034,40.78875351,-73.94882202
17035,40.788311,-73.9673996
17036,40.77626038,-73.95580292
17037,40.81256104,-73.93782806
17038,40.77477646,-73.95372009
17039,40.73820877,-73.99626923
17040,40.76989365,-73.95146942
17041,40.75805664,-73.96538544
17042,40.74829102,-73.94728088
17043,40.64710999,-73.7893219
17044,40.7372818,-74.00067139
17045,40.73939133,-73.98271942
17046,40.76903152,-73.98834991
17047,40.7507782,-74.00180817
17048,40.7741394,-73.95452881
17049,40.73421097,-73.99890137
17050,40.79008102,-73.96595764
17051,40.71730423,-74.00061798
17052,40.74700165,-73.9562912
17053,40.73983383,-73.98681641
17054,40.76429367,-73.97397614
17055,40.73825836,-73.98400116
17056,40.79056549,-73.95406342
17057,40.75212097,-73.98618317
17058,40.75503159,-73.98409271
17059,40.80703354,-73.96461487
17060,40.73810577,-73.98074341
17061,40.75333023,-73.97792816
17062,40.71709442,-74.01290131
17063,40.74361038,-73.92056274
17064,40.76851273,-73.96559906
17065,40.76419067,-73.96473694
17066,40.74998093,-73.99150085
17067,40.73315048,-74.00225067
17068,40.74964142,-73.97567749
17069,40.73213959,-73.9900589
17070,40.76483154,-73.97199249
17071,40.75247955,-73.96714783
17072,40.73329163,-73.99340057
17073,40.74076843,-73.98590088
17074,40.75116348,-73.99411774
17075,40.78379059,-73.95462799
17076,40.76736832,-73.96880341
17077,40.78002167,-73.95938873
17078,40.74260712,-73.97761536
17079,40.77886581,-73.9581604
17080,40.74716949,-73.98123169
17081,40.79201126,-73.9737854
17082,40.76799393,-73.96609497
17083,40.72175217,-74.00223541
17084,40.77537918,-73.94750214
17085,40.75832748,-73.96588135
17086,40.77360153,-73.98126984
17087,40.78071213,-73.95826721
17088,40.75123215,-73.97802734
17089,40.69395065,-73.99259949
17090,40.76028061,-73.99868011
17091,40.7677002,-73.98137665
17092,40.74235916,-73.99153137
17093,40.75220871,-73.99353027
17094,40.74332047,-73.98403168
17095,40.77125168,-73.95942688
17096,40.76686859,-73.98304749
17097,40.75226974,-73.97810364
17098,40.77340698,-73.94901276
17099,40.73609543,-74.00587463
17100,40.70915985,-74.01030731
17101,40.73804092,-74.00814056
17102,40.77473831,-73.95903778
17103,40.7631073,-73.99291229
17104,40.74562073,-73.97535706
17105,40.7736969,-73.87076569
17106,40.77846909,-73.97524261
17107,40.76253128,-73.97679138
17108,40.76549911,-73.98750305
17109,40.7577095,-73.98565674
17110,0.0,0.0
17111,40.76884842,-73.98510742
17112,40.77843857,-73.95400238
17113,40.77024078,-73.95755005
17114,40.7362709,-74.00124359
17115,40.78025055,-73.94553375
17116,40.70241547,-74.01337433
17117,40.77088928,-73.96607971
17118,40.77513885,-73.95074463
17119,40.75455856,-73.97200012
17120,40.75818634,-73.96283722
17121,40.74522018,-73.98638916
17122,40.73263168,-73.98755646
17123,40.70492172,-74.01661682
17124,40.75282288,-73.99667358
17125,40.76691818,-73.9833374
17126,40.69042969,-73.99471283
17127,40.76905823,-73.96127319
17128,40.77230072,-73.9586792
17129,40.75034332,-73.99117279
17130,40.77010345,-73.9146347
17131,40.73448563,-73.99803925
17132,40.7562561,-73.97293854
17133,40.73111343,-73.98274231
17134,40.73423386,-74.00616455
17135,40.74029922,-73.97927856
17136,40.75651932,-73.99035645
17137,40.75740051,-73.96946716
17138,40.74991989,-73.99149323
17139,40.68775177,-73.80809021
17140,40.77720642,-73.98249054
17141,40.71696854,-73.99134827
17142,40.72773743,-73.98239899
17143,40.78171158,-73.97575378
17144,40.71506882,-74.00955963
17145,40.73363876,-73.9779129
17146,40.78889847,-73.96675873
17147,40.77088165,-73.98114777
17148,40.68387222,-73.99822235
17149,40.77238464,-73.96286011
17150,40.75209045,-73.97720337
17151,40.73284912,-73.98745728
17152,40.77427673,-73.9635849
17153,40.80580902,-73.95439148
17154,40.78348923,-73.95690918
17155,40.64459991,-73.78193665
17156,40.73238373,-73.99013519
17157,40.73686981,-73.99989319
17158,40.78781509,-73.95567322
17159,40.73840714,-74.00384521
17160,40.64632797,-73.77708435
17161,40.74782562,-73.97861481
17162,40.76319885,-73.95670319
17163,40.76225662,-73.98622894
17164,40.77447891,-73.98133087
17165,40.75653076,-73.96134186
17166,40.75223923,-73.97828674
17167,40.71976089,-73.9899292
17168,40.71343613,-74.00904083
17169,40.77233124,-73.9496994
17170,40.77238846,-73.94687653
17171,40.74985886,-73.9914093
17172,40.75592041,-73.96768951
17173,40.75318146,-73.9777832
17174,40.74509811,-74.00596619
17175,40.75273895,-73.97872925
17176,40.79571152,-73.96173859
17177,40.75566864,-73.88548279
17178,40.77045059,-73.9510498
17179,40.77944946,-73.9809494
17180,40.75444031,-73.97572327
17181,40.74770355,-73.9786377
17182,40.73165894,-73.99140167
17183,40.75613022,-73.98922729
17184,40.76573181,-73.9909668
17185,40.75319672,-73.97250366
17186,40.71982574,-74.002388
17187,40.77371216,-73.95966339
17188,40.74394989,-73.92320251
17189,40.75426865,-73.96577454
17190,40.76255798,-73.97214508
17191,40.74581528,-73.98825836
17192,40.72486877,-73.99498749
17193,40.75009918,-73.99166107
17194,40.75159836,-74.00131226
17195,40.7832222,-73.95930481
17196,40.75992203,-73.97194672
17197,40.74449158,-73.99172974
17198,40.79399109,-73.93999481
17199,40.75009918,-73.97680664
17200,40.7826004,-73.95332336
17201,40.73650742,-74.00577545
17202,40.76994324,-73.86716461
17203,40.74817657,-73.97835541
17204,40.72143173,-74.00968933
17205,40.76224136,-73.96595764
17206,40.77063751,-73.95700836
17207,40.78192139,-73.95379639
17208,40.76440811,-73.93713379
17209,40.7841835,-73.97859192
17210,40.71676254,-73.99575043
17211,40.75978851,-73.93698883
17212,40.79710007,-73.96970367
17213,40.77706528,-73.95231628
17214,40.72344971,-74.00495911
17215,40.75782013,-73.96968079
17216,0.0,0.0
17217,40.74059677,-73.98625946
17218,40.77760696,-73.98110962
17219,40.76211166,-73.96600342
17220,40.69384384,-73.98347473
17221,40.77560425,-73.95829773
17222,40.73711014,-73.99376678
17223,40.73386002,-73.98699951
17224,40.71625137,-74.01548004
17225,40.76226044,-73.95892334
17226,40.76310349,-73.99674988
17227,40.78286743,-73.95533752
17228,40.73828506,-73.99609375
17229,40.7716713,-73.95313263
17230,40.74972534,-73.99162292
17231,40.77952957,-73.94792175
17232,40.74590683,-73.9883194
17233,40.78353119,-73.94754791
17234,40.7404213,-73.9870224
17235,40.74562836,-73.99414825
17236,40.78071976,-73.98055267
17237,40.75226974,-73.97839355
17238,40.73096085,-74.00655365
17239,40.75085068,-73.98696136
17240,40.78302002,-73.98194885
17241,40.77835846,-73.96061707
17242,40.78239059,-73.94834137
17243,40.7754631,-73.94592285
17244,40.75611496,-73.97692871
17245,40.74985886,-73.96904755
17246,40.74609756,-73.99290466
17247,40.75788116,-73.97518921
17248,40.75411987,-73.97792816
17249,40.73812866,-73.98066711
17250,40.77629852,-73.94381714
17251,40.74007034,-73.98419952
17252,40.76945114,-73.95185852
17253,40.73368073,-74.00637817
17254,40.76775742,-73.98271179
17255,40.73566055,-73.98264313
17256,40.69266129,-73.9970932
17257,40.77900696,-73.95096588
17258,40.75078964,-73.99440002
17259,40.64541626,-73.77669525
17260,40.74608612,-74.00153351
17261,40.73640823,-73.98683167
17262,40.76107025,-73.97547913
17263,40.74705887,-73.97914124
17264,40.77724075,-73.95494843
17265,40.7785759,-73.96263123
17266,40.72765732,-73.98841095
17267,40.70414352,-74.00792694
17268,40.7403183,-73.9861908
17269,40.74896622,-73.97277832
17270,40.74295044,-74.0001297
17271,40.76528931,-73.96401215
17272,40.75489044,-73.97335052
17273,40.76935577,-73.86373138
17274,40.74689865,-73.99002838
17275,40.74005127,-73.98210907
17276,40.7779808,-73.97836304
17277,40.7359314,-73.9824295
17278,40.76303864,-73.98058319
17279,40.72669601,-73.98582458
17280,40.76836777,-73.95557404
17281,40.77577972,-73.96253204
17282,40.71191025,-74.00872803
17283,40.69782639,-73.99459839
17284,40.79016876,-73.9658432
17285,40.72674179,-74.00274658
17286,40.75585938,-73.96492767
17287,40.7849884,-73.95391083
17288,40.78221893,-73.95582581
17289,40.73078156,-74.00813293
17290,40.76916122,-73.95941162
17291,40.73308182,-74.00308228
17292,40.73672485,-73.98894501
17293,40.79552841,-73.97132111
17294,40.76644135,-73.96291351
17295,40.78254318,-73.95964813
17296,40.751091,-73.99455261
17297,40.73337173,-73.9990921
17298,40.73746109,-73.98406219
17299,40.68628693,-73.97344208
17300,0.0,0.0
17301,40.80665588,-73.94611359
17302,40.74497986,-73.98071289
17303,40.73802948,-73.97698975
17304,40.74404907,-73.99149323
17305,40.75219345,-73.97818756
17306,40.73101044,-73.98873138
17307,40.76992035,-73.86399078
17308,40.74005127,-73.98194885
17309,40.77914047,-73.95105743
17310,40.72779083,-74.0030899
17311,40.75715256,-73.96369171
17312,40.72899628,-73.98419189
17313,40.75595474,-73.97756958
17314,40.66872025,-73.99401855
17315,40.75548553,-73.97296143
17316,40.74689865,-74.00471497
17317,40.77747726,-73.98241425
17318,40.75238419,-73.98583221
17319,40.75670242,-73.97436523
17320,40.75608826,-73.97149658
17321,40.74072647,-73.9787674
17322,40.78120041,-73.94643402
17323,40.74076843,-73.98204041
17324,40.72781372,-73.9821167
17325,40.78681183,-73.9681778
17326,40.73828125,-73.98352051
17327,40.76895905,-73.96121216
17328,40.7615509,-73.99378204
17329,40.77291489,-73.98936462
17330,40.76477051,-73.97050476
17331,40.76306152,-73.96984863
17332,40.77981186,-73.98072815
17333,40.73460007,-74.00610352
17334,40.74345016,-73.91928101
17335,40.74081039,-74.00765991
17336,40.72315979,-74.00309753
17337,40.77466965,-73.95404053
17338,40.75037384,-73.99435425
17339,40.75115585,-73.99415588
17340,40.78596878,-73.97846985
17341,40.76424026,-73.99584961
17342,40.77347946,-73.95993042
17343,40.74655151,-73.98181915
17344,40.75770187,-73.96925354
17345,40.72941971,-73.99165344
17346,40.77337646,-73.87065125
17347,40.76728058,-73.95346832
17348,40.76728058,-73.9562912
17349,40.76475906,-73.95481873
17350,40.71561813,-74.00737762
17351,40.78091049,-73.97988129
17352,40.78805161,-73.97107697
17353,40.7557106,-73.9750824
17354,40.75265121,-73.97615051
17355,40.76677322,-73.9673233
17356,40.75691986,-73.98273468
17357,40.74648666,-73.97223663
17358,40.80096817,-73.95801544
17359,40.74477768,-73.99490356
17360,40.72887039,-73.97538757
17361,40.79148102,-73.97395325
17362,40.75033188,-73.9766922
17363,40.76434708,-73.97319031
17364,40.73706818,-73.9969635
17365,40.75909042,-73.97473907
17366,40.75534821,-73.9680481
17367,40.76580811,-73.95491028
17368,40.78332901,-73.95501709
17369,40.76997375,-73.86386108
17370,40.77230835,-73.96312714
17371,40.75199127,-73.97701263
17372,40.71820831,-73.99076843
17373,40.73318863,-73.98680878
17374,40.76117325,-73.99800873
17375,40.76906586,-73.86306
17376,40.77972031,-73.98078918
17377,40.76442337,-73.96868134
17378,40.76749039,-73.95510101
17379,40.75854111,-73.98622894
17380,40.76086044,-73.99108124
17381,40.79610062,-73.93545532
17382,40.77037811,-73.96595001
17383,40.75226593,-73.9896698
17384,40.79528046,-73.96531677
17385,40.75948334,-73.99563599
17386,40.75339127,-73.96652222
17387,40.7443161,-73.98030853
17388,40.77622986,-73.96012878
17389,40.75598145,-73.99060059
17390,40.78299713,-73.97848511
17391,40.77734375,-73.98615265
17392,40.75616455,-73.97292328
17393,40.7498703,-73.99163818
17394,40.73613358,-74.00143433
17395,40.74991608,-73.99156952
17396,40.75085068,-73.97498322
17397,40.77043915,-73.96231842
17398,40.75114059,-73.99806213
17399,40.75225067,-73.97814941
17400,40.7758255,-73.96030426
17401,40.76998138,-73.86386108
17402,40.75022507,-73.99459839
17403,40.77603149,-73.94950867
17404,40.72399902,-73.99620819
17405,40.78034973,-73.94991302
17406,40.77608871,-73.94703674
17407,40.76998901,-73.98040771
17408,40.75603867,-73.98365784
17409,40.73866653,-73.97731018
17410,40.71994019,-73.97855377
17411,40.76215363,-73.99003601
17412,40.77257919,-73.96291351
17413,40.78279877,-73.95748138
17414,40.77896118,-73.95591736
17415,40.77321625,-73.98212433
17416,40.74443054,-74.00215149
17417,40.74169922,-73.97839355
17418,40.75919342,-73.97244263
17419,40.75109863,-73.99414063
17420,40.78219604,-73.97216797
17421,40.74542236,-73.97238159
17422,40.72127914,-74.00473785
17423,40.74470139,-73.98719025
17424,40.72548294,-73.99489594
17425,40.75954819,-73.9780426
17426,40.78762817,-73.9748764
17427,40.75627899,-73.99053192
17428,0.0,0.0
17429,40.77084351,-73.97978973
17430,40.7807312,-73.95889282
17431,40.71996689,-73.99835968
17432,40.76560593,-73.95274353
17433,40.76740646,-73.9666748
17434,40.77528,-73.97679138
17435,40.74936676,-73.99164581
17436,40.80514908,-73.9661026
17437,40.73960876,-73.99207306
17438,40.77340317,-73.95531464
17439,40.79244995,-73.97525024
17440,40.79217148,-73.96442413
17441,40.73680115,-74.00569153
17442,40.73577118,-73.9835968
17443,40.74880981,-73.97289276
17444,40.76411057,-73.96488953
17445,40.74028015,-74.00205231
17446,40.7609787,-73.96884155
17447,40.74224091,-73.98705292
17448,40.78049088,-73.95262909
17449,40.77180099,-73.9593277
17450,40.76547623,-73.97638702
17451,40.72954941,-74.00228882
17452,40.76213074,-73.98253632
17453,40.67603302,-73.98075104
17454,40.75159073,-73.97537994
17455,40.71878815,-74.01039124
17456,40.76947784,-73.96212006
17457,40.77421951,-73.98851776
17458,40.75685883,-73.97776031
17459,40.7354126,-73.99196625
17460,40.76736832,-73.98619843
17461,40.78617859,-73.95063019
17462,40.73948669,-73.97650909
17463,40.75714111,-73.98212433
17464,40.70799637,-74.01290131
17465,40.80234909,-73.96794128
17466,40.76523972,-73.97225189
17467,40.7599411,-73.96157074
17468,40.73295975,-73.98735046
